id,date,time,trading_hour,vol,vol_bucket,spot,target,target_move_pct,direction,target_hit,days_to_target,min_hit,days_to_min,max_profit_pct,days_to_max
12463,2025-10-30,11:18:12,RTH,7,<10,442.72,460.88,4.10191543187567,Bullish,1,2.0,1,1.0,14.767053668232736,38
12984,2025-10-31,13:51:14,AH,200,100-499,456.56,425.82,6.732959523392328,Bearish,1,5.0,1,3.0,26.13238128613983,106
12986,2025-10-31,06:05:51,PM,1,<10,445.85,459.16,2.9853089604126954,Bullish,1,1.0,1,1.0,13.961354715711554,37
12987,2025-10-31,13:52:44,AH,860,500-999,456.56,474.59,3.9490975994392787,Bullish,0,,1,1.0,11.28804538286315,37
12988,2025-10-31,13:44:33,AH,20,20-49,456.56,476.84,4.441913439635529,Bullish,0,,1,1.0,11.28804538286315,37
12989,2025-10-31,13:49:53,AH,860,500-999,456.56,478.99,4.912826353600843,Bullish,0,,1,1.0,11.28804538286315,37
12990,2025-10-31,13:47:45,AH,40,20-49,456.56,479.41,5.004818643770813,Bullish,0,,1,1.0,11.28804538286315,37
12991,2025-10-31,13:53:20,AH,5040,>=5000,456.56,480.39,5.21946732083406,Bullish,0,,1,1.0,11.28804538286315,37
13064,2025-11-03,09:52:59,RTH,5,<10,468.9,430.7,8.146726380891446,Bearish,1,4.0,1,1.0,28.07634890168479,105
13065,2025-11-03,09:53:00,RTH,1,<10,468.9,436.34,6.9439112817231825,Bearish,1,3.0,1,1.0,28.07634890168479,105
13066,2025-11-03,14:05:43,AH,56,50-100,468.37,454.03,3.061682003544213,Bearish,1,1.0,1,1.0,27.994961248585522,105
13067,2025-11-03,14:07:26,AH,56,50-100,468.37,454.48,2.965604116403695,Bearish,1,1.0,1,1.0,27.994961248585522,105
13069,2025-11-03,06:30:03,RTH,9800,>=5000,455.95,476.39,4.482947691632854,Bullish,0,,1,0.0,11.436933874328329,36
13070,2025-11-03,14:24:26,AH,100,50-100,468.37,488.87,4.376881525289835,Bullish,0,,0,,8.481905331255204,36
13129,2025-11-04,14:18:17,AH,1600,1000-2000,444.26,415.9,6.383649214423989,Bearish,1,7.0,1,3.0,24.087246207175976,104
13130,2025-11-04,08:09:28,RTH,8,<10,453.11,429.24,5.268036459137958,Bearish,1,3.0,1,2.0,25.569949901789858,104
13131,2025-11-04,06:26:27,PM,2,<10,454.65,438.97,3.448806774441868,Bearish,1,2.0,1,1.0,25.822060925987017,104
13132,2025-11-04,14:18:43,AH,46,20-49,444.26,457.77,3.041012019988293,Bullish,1,1.0,1,1.0,14.369220726601542,35
13133,2025-11-04,14:15:37,AH,220,100-499,444.26,463.16,4.254265520190887,Bullish,1,1.0,1,1.0,14.369220726601542,35
13927,2025-11-05,13:00:19,AH,5,<10,462.21,433.35,6.243915103524364,Bearish,1,2.0,1,1.0,27.035330261136707,103
13928,2025-11-05,12:05:59,RTH,29,20-49,465.07,440.4,5.3045778054916495,Bearish,1,1.0,1,1.0,27.484034661448813,103
13931,2025-11-05,05:47:33,PM,1,<10,451.2,467.67,3.650265957446815,Bullish,0,,1,0.0,12.610084219858159,34
13932,2025-11-05,05:47:32,PM,1,<10,451.2,468.61,3.8585992907801474,Bullish,0,,1,0.0,12.610084219858159,34
13933,2025-11-05,05:47:32,PM,1,<10,451.2,469.36,4.024822695035467,Bullish,0,,1,0.0,12.610084219858159,34
13934,2025-11-05,13:50:19,AH,40,20-49,462.26,480.11,3.861463245792416,Bullish,0,,0,,9.915783325401291,34
13935,2025-11-05,13:46:02,AH,1640,1000-2000,462.26,485.49,5.025310431358979,Bullish,0,,0,,9.915783325401291,34
13937,2025-11-06,06:18:40,PM,1,<10,461.96,441.65,4.396484544116374,Bearish,1,0.0,1,0.0,26.99584379599965,102
14283,2025-11-07,06:42:07,RTH,25,20-49,430.2,443.84,3.170618317061829,Bullish,1,1.0,1,1.0,18.107089725708974,32
14286,2025-11-07,13:56:08,AH,3008,2000-4999,429.52,447.3,4.139504563233384,Bullish,1,1.0,1,1.0,18.294072452970763,32
14287,2025-11-07,09:21:28,RTH,183,100-499,426.71,450.5,5.575215017224818,Bullish,1,18.0,1,1.0,19.073070703756656,32
14288,2025-11-07,13:56:05,AH,84,50-100,429.52,460.31,7.168467126094249,Bullish,0,,1,1.0,18.294072452970763,32
14289,2025-11-07,10:16:23,RTH,6,<10,427.97,460.55,7.6126831319952295,Bullish,0,,1,1.0,18.722503913825726,32
14402,2025-11-10,14:07:26,AH,840,500-999,445.23,414.24,6.960447409204233,Bearish,1,3.0,1,2.0,24.252633470341177,100
14403,2025-11-10,13:47:18,AH,1560,1000-2000,445.23,414.34,6.937987107786996,Bearish,1,3.0,1,2.0,24.252633470341177,100
14404,2025-11-10,14:04:23,AH,440,100-499,445.23,417.13,6.311344698245855,Bearish,1,3.0,1,2.0,24.252633470341177,100
14406,2025-11-10,13:54:19,AH,80,50-100,445.23,432.09,2.951283606226005,Bearish,1,2.0,1,2.0,24.252633470341177,100
14407,2025-11-10,06:30:10,RTH,1,<10,439.5,457.67,4.134243458475544,Bullish,1,18.0,1,17.0,15.607895335608646,31
14408,2025-11-10,06:30:04,RTH,7700,>=5000,439.5,460.09,4.684869169510802,Bullish,0,,1,17.0,15.607895335608646,31
14409,2025-11-10,06:29:58,PM,1,<10,439.35,460.48,4.809377489473084,Bullish,0,,1,17.0,15.647365426197785,31
14701,2025-11-11,14:11:47,AH,160,100-499,439.62,410.45,6.635275920112828,Bearish,1,2.0,1,2.0,23.286019744324644,99
14702,2025-11-11,14:21:24,AH,80,50-100,439.62,413.37,5.971065920567763,Bearish,1,2.0,1,2.0,23.286019744324644,99
14703,2025-11-11,14:23:08,AH,160,100-499,439.62,414.57,5.6981029070560965,Bearish,1,2.0,1,2.0,23.286019744324644,99
14704,2025-11-11,14:06:23,AH,120,100-499,439.62,415.95,5.384195441517678,Bearish,1,2.0,1,2.0,23.286019744324644,99
14705,2025-11-11,14:05:36,AH,20,20-49,439.62,422.37,3.923843319230244,Bearish,1,2.0,1,2.0,23.286019744324644,99
14707,2025-11-11,14:33:03,AH,78,50-100,439.62,459.48,4.517537873618128,Bullish,0,,1,16.0,15.576338656112096,30
14708,2025-11-11,07:47:27,RTH,4,<10,434.18,460.55,6.073517895803585,Bullish,0,,1,15.0,17.024436869501123,30
15469,2025-11-12,13:52:56,AH,160,100-499,430.6,402.72,6.474686483975846,Bearish,1,1.0,1,1.0,21.679052484904787,98
15470,2025-11-12,13:48:26,AH,3680,2000-4999,430.6,406.55,5.585229911751047,Bearish,1,1.0,1,1.0,21.679052484904787,98
15471,2025-11-12,13:49:00,AH,200,100-499,430.6,407.47,5.371574547143519,Bearish,1,1.0,1,1.0,21.679052484904787,98
15472,2025-11-12,13:47:38,AH,20,20-49,430.6,407.68,5.322805387830937,Bearish,1,1.0,1,1.0,21.679052484904787,98
15473,2025-11-12,13:54:01,AH,168,100-499,430.6,449.79,4.4565722248026,Bullish,1,15.0,1,14.0,17.997375754760792,29
15589,2025-11-13,14:25:54,AH,180,100-499,401.99,372.44,7.350929127590241,Bearish,0,,1,1.0,16.104878230801763,97
15590,2025-11-13,14:26:20,AH,400,100-499,401.99,374.64,6.803651832135134,Bearish,0,,1,1.0,16.104878230801763,97
15591,2025-11-13,14:31:08,AH,20,20-49,401.99,375.14,6.679270628622608,Bearish,0,,1,1.0,16.104878230801763,97
15592,2025-11-13,14:32:49,AH,50,50-100,401.99,375.86,6.5001616955645645,Bearish,0,,1,1.0,16.104878230801763,97
15593,2025-11-13,14:37:17,AH,60,50-100,401.99,382.6,4.823503072215724,Bearish,0,,1,1.0,16.104878230801763,97
15594,2025-11-13,14:26:44,AH,50,50-100,401.99,383.89,4.502599567153418,Bearish,1,1.0,1,1.0,16.104878230801763,97
15595,2025-11-13,14:30:13,AH,160,100-499,401.99,389.45,3.119480584094137,Bearish,1,1.0,1,1.0,16.104878230801763,97
15596,2025-11-13,14:30:34,AH,20,20-49,401.99,389.77,3.0398766138461224,Bearish,1,1.0,1,1.0,16.104878230801763,97
15597,2025-11-13,14:27:30,AH,418,100-499,401.99,416.62,3.6393940147764856,Bullish,1,2.0,1,2.0,26.395358093484912,28
15598,2025-11-13,14:23:29,AH,2280,2000-4999,401.99,416.86,3.6990969924625,Bullish,1,2.0,1,2.0,26.395358093484912,28
15599,2025-11-13,14:04:34,AH,338,100-499,401.99,423.0,5.226498171596306,Bullish,1,2.0,1,2.0,26.395358093484912,28
15600,2025-11-13,07:56:15,RTH,39,20-49,406.39,423.13,4.11919584635449,Bullish,1,2.0,1,2.0,25.02687073992963,28
15601,2025-11-13,05:39:06,PM,1,<10,425.55,464.8,9.223358007284691,Bullish,0,,1,13.0,19.397650099870752,28
15677,2025-11-14,14:28:10,AH,50,50-100,404.35,376.36,6.922220848275011,Bearish,0,,1,5.0,16.594534437986898,96
15678,2025-11-14,13:54:49,AH,50,50-100,404.35,381.45,5.663410411771988,Bearish,0,,1,5.0,16.594534437986898,96
15679,2025-11-14,14:04:21,AH,20,20-49,404.35,383.01,5.277606034376167,Bearish,0,,1,5.0,16.594534437986898,96
15680,2025-11-14,14:02:53,AH,60,50-100,404.35,384.95,4.797823667614699,Bearish,1,5.0,1,5.0,16.594534437986898,96
15681,2025-11-14,13:53:26,AH,160,100-499,404.35,390.3,3.474712501545693,Bearish,1,5.0,1,5.0,16.594534437986898,96
15683,2025-11-14,13:56:06,AH,72,50-100,404.35,420.68,4.0385804377395775,Bullish,1,1.0,1,1.0,25.657648077160864,27
15684,2025-11-14,13:51:50,AH,3456,2000-4999,404.35,420.8,4.0682576975392575,Bullish,1,1.0,1,1.0,25.657648077160864,27
15685,2025-11-14,14:14:40,AH,360,100-499,404.35,420.95,4.105354272288849,Bullish,1,1.0,1,1.0,25.657648077160864,27
15686,2025-11-14,13:54:36,AH,88,50-100,404.35,421.4,4.216643996537642,Bullish,1,1.0,1,1.0,25.657648077160864,27
15687,2025-11-14,13:56:54,AH,72,50-100,404.35,423.46,4.72610362309879,Bullish,1,1.0,1,1.0,25.657648077160864,27
15688,2025-11-14,14:00:42,AH,180,100-499,404.35,425.82,5.309756399159136,Bullish,1,4.0,1,1.0,25.657648077160864,27
15689,2025-11-14,09:32:27,RTH,1,<10,408.33,429.05,5.074327137364394,Bullish,1,9.0,1,1.0,24.43286067641369,27
15690,2025-11-14,15:16:24,AH,2,<10,404.35,429.33,6.177816248299731,Bullish,1,9.0,1,1.0,25.657648077160864,27
15691,2025-11-14,14:22:00,AH,1,<10,404.35,429.83,6.301471497465057,Bullish,1,9.0,1,1.0,25.657648077160864,27
15692,2025-11-14,10:20:13,RTH,2,<10,408.57,445.91,9.139192794380408,Bullish,1,12.0,1,1.0,24.359766992192284,27
15693,2025-11-14,10:36:22,RTH,150,100-499,406.05,450.0,10.823790173623934,Bullish,1,13.0,1,1.0,25.13156015269055,27
16376,2025-11-17,13:50:35,AH,100,50-100,408.92,387.13,5.32867064462487,Bearish,1,4.0,1,1.0,17.52665558055366,95
16377,2025-11-17,13:54:49,AH,147,100-499,408.92,391.03,4.3749388633473645,Bearish,1,4.0,1,1.0,17.52665558055366,95
16378,2025-11-17,13:58:36,AH,80,50-100,408.92,431.74,5.58055365352636,Bullish,1,8.0,1,3.0,24.253325833903936,26
16379,2025-11-17,13:59:39,AH,40,20-49,408.92,432.77,5.83243666242785,Bullish,1,8.0,1,3.0,24.253325833903936,26
16380,2025-11-17,14:00:01,AH,60,50-100,408.92,432.79,5.8373275946395395,Bullish,1,8.0,1,3.0,24.253325833903936,26
16381,2025-11-17,13:52:31,AH,2010,2000-4999,408.92,434.6,6.279956959796539,Bullish,1,10.0,1,3.0,24.253325833903936,26
16382,2025-11-17,05:58:40,PM,1,<10,398.82,444.02,11.333433629206155,Bullish,1,11.0,1,0.0,27.400005014793642,26
16571,2025-11-18,13:53:28,AH,150,100-499,401.25,372.56,7.150155763239876,Bearish,0,,1,3.0,15.950155763239875,94
16572,2025-11-18,13:51:14,AH,750,500-999,401.25,376.99,6.046105919003113,Bearish,0,,1,3.0,15.950155763239875,94
16573,2025-11-18,13:54:47,AH,280,100-499,401.25,381.3,4.971962616822427,Bearish,0,,1,3.0,15.950155763239875,94
16574,2025-11-18,14:00:21,AH,20,20-49,401.25,382.62,4.642990654205606,Bearish,0,,1,3.0,15.950155763239875,94
16575,2025-11-18,12:51:11,RTH,60000,>=5000,401.32,384.75,4.128874713445628,Bearish,1,3.0,1,3.0,15.964816106847401,94
16576,2025-11-18,13:42:32,AH,378,100-499,401.25,415.58,3.5713395638629244,Bullish,1,2.0,1,2.0,26.628461059190027,25
16577,2025-11-18,13:52:21,AH,1280,1000-2000,401.25,415.9,3.651090342679122,Bullish,1,2.0,1,2.0,26.628461059190027,25
16578,2025-11-18,12:21:12,RTH,1,<10,403.56,450.5,11.631479829517295,Bullish,1,11.0,1,2.0,25.90363266924373,25
17112,2025-11-19,09:05:51,RTH,19,10-19,404.03,416.85,3.1730317055664305,Bullish,1,1.0,1,1.0,25.75717149716606,24
17198,2025-11-20,15:42:42,AH,40,20-49,395.23,369.29,6.563266958479871,Bearish,0,,0,,14.669939022847458,92
17199,2025-11-20,15:51:43,AH,40,20-49,395.23,373.12,5.594210965766772,Bearish,0,,0,,14.669939022847458,92
17200,2025-11-20,16:29:53,AH,80,50-100,395.23,407.01,2.980542974976589,Bullish,1,2.0,1,2.0,28.55721984667155,23
17781,2025-11-21,14:18:42,AH,280,100-499,391.09,375.37,4.019535145362953,Bearish,0,,0,,13.766652177248199,91
17782,2025-11-21,14:36:09,AH,50,50-100,391.09,376.36,3.76639648162826,Bearish,0,,0,,13.766652177248199,91
18449,2025-11-24,14:29:25,AH,328,100-499,417.78,392.93,5.948106659007125,Bearish,0,,0,,19.27569534204605,90
18450,2025-11-24,14:31:09,AH,160,100-499,417.78,395.45,5.3449183780937295,Bearish,0,,0,,19.27569534204605,90
18451,2025-11-24,13:41:12,AH,24,20-49,417.78,396.84,5.012207381875628,Bearish,0,,0,,19.27569534204605,90
18452,2025-11-24,14:23:18,AH,36,20-49,417.78,397.03,4.96672890037819,Bearish,0,,0,,19.27569534204605,90
18453,2025-11-24,14:37:29,AH,20,20-49,417.78,398.41,4.636411508449411,Bearish,0,,0,,19.27569534204605,90
18454,2025-11-24,12:15:12,RTH,4,<10,418.21,405.44,3.05348987350852,Bearish,0,,0,,19.358695392267038,90
18455,2025-11-24,14:24:51,AH,560,500-999,417.78,438.34,4.921250418880751,Bullish,1,6.0,1,3.0,21.61824405189335,21
19559,2025-11-25,13:59:35,AH,200,100-499,419.4,397.71,5.171673819742488,Bearish,0,,0,,19.587505960896515,89
19560,2025-11-25,13:48:01,AH,1920,1000-2000,419.4,403.04,3.9008106819265516,Bearish,0,,0,,19.587505960896515,89
19561,2025-11-25,14:19:33,AH,200,100-499,419.4,404.15,3.6361468764902245,Bearish,0,,0,,19.587505960896515,89
19562,2025-11-25,09:26:45,RTH,1,<10,418.13,436.69,4.438810896132782,Bullish,1,4.0,1,2.0,21.516442254801138,20
19607,2025-11-26,13:54:35,AH,36,20-49,426.58,399.66,6.310656852173088,Bearish,0,,0,,20.9409723850157,88
19608,2025-11-26,13:46:12,AH,1288,1000-2000,426.58,406.55,4.695485020394761,Bearish,0,,0,,20.9409723850157,88
19609,2025-11-26,13:45:55,AH,10,10-19,426.58,407.68,4.4305874630784325,Bearish,0,,0,,20.9409723850157,88
19936,2025-12-04,06:43:18,RTH,3,<10,451.1,419.4,7.027266681445365,Bearish,0,,1,2.0,25.238306362225675,83
19937,2025-12-04,07:08:18,RTH,28,20-49,449.24,428.57,4.601104086902327,Bearish,0,,1,2.0,24.928768586946845,83
19938,2025-12-04,14:50:25,AH,990,500-999,454.48,436.09,4.0463826791058,Bearish,1,2.0,1,2.0,25.794314381270905,83
19939,2025-12-04,14:39:25,AH,90,50-100,454.48,475.61,4.6492694948072515,Bullish,1,7.0,1,7.0,11.797372821686318,14
20692,2025-12-05,11:26:18,RTH,5,<10,454.34,401.25,11.685081656908917,Bearish,0,,1,1.0,25.77144869481005,82
20693,2025-12-05,08:50:58,RTH,33,20-49,454.63,402.11,11.55225128126168,Bearish,0,,1,1.0,25.818797703627123,82
20694,2025-12-05,14:17:54,AH,480,100-499,455.0,425.63,6.454945054945056,Bearish,0,,1,1.0,25.879120879120883,82
20695,2025-12-05,14:36:48,AH,144,100-499,455.0,432.3,4.989010989010986,Bearish,1,20.0,1,1.0,25.879120879120883,82
20696,2025-12-05,14:12:54,AH,90,50-100,455.0,432.54,4.936263736263732,Bearish,1,20.0,1,1.0,25.879120879120883,82
20697,2025-12-05,06:21:23,PM,1,<10,452.19,433.7,4.088989141732459,Bearish,1,20.0,1,1.0,25.41851876423627,82
20698,2025-12-05,14:19:45,AH,96,50-100,455.0,438.55,3.6153846153846128,Bearish,1,1.0,1,1.0,25.879120879120883,82
20765,2025-12-08,14:12:35,AH,756,500-999,439.58,414.24,5.764593475590331,Bearish,0,,0,,23.279039082760814,81
20766,2025-12-08,13:52:58,AH,1404,1000-2000,439.58,414.34,5.7418444879202895,Bearish,0,,0,,23.279039082760814,81
20767,2025-12-08,14:09:28,AH,396,100-499,439.58,417.13,5.107147731925927,Bearish,0,,0,,23.279039082760814,81
20768,2025-12-08,08:04:01,RTH,3,<10,439.35,419.4,4.540798907476964,Bearish,0,,0,,23.238875611699108,81
20815,2025-12-09,08:46:38,RTH,1,<10,448.06,401.25,10.447261527474,Bearish,0,,1,18.0,24.731062804088737,80
20816,2025-12-09,14:20:42,AH,144,100-499,445.26,414.57,6.8926020751920225,Bearish,0,,1,18.0,24.257737052508645,80
20817,2025-12-09,13:52:50,AH,108,100-499,445.26,415.95,6.582670799083683,Bearish,0,,1,18.0,24.257737052508645,80
20818,2025-12-09,14:05:22,AH,18,10-19,445.26,422.37,5.140816601536178,Bearish,0,,1,18.0,24.257737052508645,80
20819,2025-12-09,13:55:14,AH,52,50-100,445.26,432.09,2.957822395903521,Bearish,1,18.0,1,18.0,24.257737052508645,80
20820,2025-12-09,14:01:18,AH,54,50-100,445.26,459.48,3.193639671203348,Bullish,1,3.0,1,3.0,14.112361316983337,11
20844,2025-12-10,08:01:28,RTH,3,<10,444.95,419.4,5.742218226767055,Bearish,0,,1,17.0,24.20496685020789,79
20847,2025-12-10,14:06:08,AH,36,20-49,451.43,478.04,5.89460159936203,Bullish,1,3.0,1,3.0,12.5527102762333,10
20870,2025-12-11,13:53:59,AH,342,100-499,446.87,416.62,6.769306509723186,Bearish,0,,1,16.0,24.530624118871263,78
20927,2025-12-12,13:53:37,AH,200,100-499,458.96,425.82,7.220672825518561,Bearish,1,17.0,1,13.0,26.518650862820287,77
20930,2025-12-12,13:57:59,AH,860,500-999,458.96,474.59,3.405525535994421,Bullish,1,1.0,1,1.0,10.706096391842431,8
20931,2025-12-12,14:10:32,AH,20,20-49,458.96,476.84,3.8957643367613723,Bullish,1,1.0,1,1.0,10.706096391842431,8
20932,2025-12-12,14:11:34,AH,860,500-999,458.96,478.99,4.364214746383134,Bullish,1,1.0,1,1.0,10.706096391842431,8
20933,2025-12-12,14:20:37,AH,5040,>=5000,458.96,480.39,4.669252222415898,Bullish,1,1.0,1,1.0,10.706096391842431,8
20937,2025-12-15,11:30:35,RTH,50,50-100,476.67,430.13,9.76356808693646,Bearish,1,14.0,1,9.0,29.24874651226215,76
20938,2025-12-15,10:00:20,RTH,30,20-49,477.36,454.53,4.782554047259938,Bearish,1,10.0,1,9.0,29.35101390983744,76
20940,2025-12-15,12:50:47,RTH,8,<10,478.49,461.51,3.5486635039394803,Bearish,1,9.0,1,9.0,29.517858262450623,76
20964,2025-12-16,10:24:00,RTH,1,<10,477.83,428.56,10.311198543415019,Bearish,1,15.0,1,8.0,29.42050520059435,75
20965,2025-12-16,09:28:43,RTH,1,<10,479.14,445.17,7.089785866343861,Bearish,1,11.0,1,8.0,29.613474141169593,75
20966,2025-12-16,13:44:15,AH,240,100-499,489.88,463.16,5.4543969951824876,Bearish,1,8.0,1,1.0,31.156609781987427,75
20967,2025-12-16,13:48:47,AH,40,20-49,489.88,464.0,5.282926430962684,Bearish,1,8.0,1,1.0,31.156609781987427,75
20972,2025-12-16,13:47:03,AH,60,50-100,489.88,507.85,3.6682452845594895,Bullish,1,6.0,1,6.0,3.71860455621785,6
21138,2025-12-17,12:39:25,RTH,33,20-49,468.36,427.46,8.732598855581184,Bearish,1,14.0,1,8.0,27.99342386198651,74
21139,2025-12-17,05:33:42,PM,1,<10,487.11,469.03,3.7116872985568024,Bearish,1,0.0,1,0.0,30.765124920449182,74
21140,2025-12-17,05:33:41,PM,1,<10,487.11,469.4,3.635729096097398,Bearish,1,0.0,1,0.0,30.765124920449182,74
21141,2025-12-17,05:33:42,PM,1,<10,487.11,470.1,3.492024388741761,Bearish,1,0.0,1,0.0,30.765124920449182,74
21147,2025-12-17,13:50:43,AH,1804,1000-2000,467.26,485.49,3.901468133373286,Bullish,1,1.0,1,1.0,8.739609639173054,5
21181,2025-12-18,13:47:13,AH,58,50-100,483.37,450.1,6.882926122845849,Bearish,1,8.0,1,6.0,30.229430870761533,73
21182,2025-12-18,13:49:15,AH,2028,2000-4999,483.37,455.35,5.796801621945917,Bearish,1,7.0,1,6.0,30.229430870761533,73
21438,2025-12-19,13:58:32,AH,60,50-100,481.2,450.44,6.392352452202825,Bearish,1,7.0,1,5.0,29.91479634247714,72
21439,2025-12-19,14:08:12,AH,90,50-100,481.2,460.31,4.341230257689108,Bearish,1,5.0,1,5.0,29.91479634247714,72
21440,2025-12-19,14:04:01,AH,2700,2000-4999,481.2,461.49,4.09600997506234,Bearish,1,5.0,1,5.0,29.91479634247714,72
21441,2025-12-19,14:21:53,AH,84,50-100,481.2,501.29,4.174979218620123,Bullish,1,3.0,1,1.0,5.589505403158772,3
21442,2025-12-19,14:02:08,AH,60,50-100,481.2,506.55,5.268079800498758,Bullish,1,3.0,1,1.0,5.589505403158772,3
21443,2025-12-19,14:19:52,AH,20,20-49,481.2,510.29,6.0453034081463075,Bullish,0,,1,1.0,5.589505403158772,3
21753,2025-12-22,09:20:58,RTH,1,<10,494.85,478.06,3.392947357785191,Bearish,1,2.0,1,2.0,31.848034758007483,71
21773,2025-12-23,14:07:57,AH,72,50-100,485.56,451.88,6.9363209490073325,Bearish,1,5.0,1,3.0,30.544114012686386,70
21774,2025-12-23,14:01:01,AH,102,100-499,485.56,459.48,5.3711178845044865,Bearish,1,3.0,1,3.0,30.544114012686386,70
21804,2025-12-30,14:05:49,AH,36,20-49,454.24,434.19,4.413966185276508,Bearish,1,4.0,1,2.0,25.755107432194436,66
21805,2025-12-30,14:09:02,AH,224,100-499,454.24,477.19,5.052395209580836,Bullish,0,,0,,0.9004021161204684,2
21806,2025-12-30,14:17:40,AH,56,50-100,454.24,477.37,5.092021838675588,Bullish,0,,0,,0.9004021161204684,2
21807,2025-12-30,13:55:32,AH,2296,2000-4999,454.24,477.72,5.169073617470945,Bullish,0,,0,,0.9004021161204684,2
21808,2025-12-30,13:51:53,AH,60,50-100,454.24,483.21,6.377685804860859,Bullish,0,,0,,0.9004021161204684,2
21831,2025-12-31,14:02:37,AH,45,20-49,449.72,430.06,4.371609001156281,Bearish,1,3.0,1,1.0,25.008894423196658,65
21832,2025-12-31,13:47:25,AH,56,50-100,449.72,480.11,6.757538023659163,Bullish,0,,0,,1.91452160728133,1
21852,2026-01-02,09:37:39,RTH,1,<10,440.95,456.09,3.433495861208751,Bullish,1,1.0,1,1.0,3.764575629943165,1
21853,2026-01-02,14:52:13,AH,72,50-100,438.07,460.31,5.076814207775016,Bullish,0,,1,1.0,4.446754226546986,1
21856,2026-01-02,13:48:38,AH,2160,2000-4999,438.07,461.49,5.346177551532864,Bullish,0,,1,1.0,4.446754226546986,1
21857,2026-01-02,08:57:29,RTH,1,<10,441.97,462.45,4.633798674118144,Bullish,0,,1,1.0,3.5251026631297027,1
22617,2026-01-05,13:48:32,AH,840,500-999,451.67,434.83,3.7283857683707198,Bearish,1,1.0,1,1.0,25.332654371554458,63
22618,2026-01-05,10:18:25,RTH,5,<10,454.43,482.43,6.16156503751953,Bullish,0,,0,,0.5875505806209137,0
22649,2026-01-06,14:09:38,AH,160,100-499,432.96,404.15,6.6541943828529195,Bearish,1,20.0,1,9.0,22.105968218773093,62
22650,2026-01-06,12:24:38,RTH,3,<10,430.45,404.35,6.063422000232308,Bearish,1,20.0,1,9.0,21.65175978627018,62
22651,2026-01-06,13:57:19,AH,128,100-499,432.96,410.45,5.199094604582408,Bearish,1,20.0,1,9.0,22.105968218773093,62
22652,2026-01-06,14:12:15,AH,64,50-100,432.96,413.37,4.524667405764961,Bearish,1,20.0,1,9.0,22.105968218773093,62
22653,2026-01-06,14:06:35,AH,128,100-499,432.96,414.57,4.2475055432372475,Bearish,1,18.0,1,9.0,22.105968218773093,62
22654,2026-01-06,13:49:37,AH,96,50-100,432.96,415.95,3.928769401330375,Bearish,1,16.0,1,9.0,22.105968218773093,62
22655,2026-01-06,12:36:04,RTH,400,100-499,431.76,417.8,3.2332777468964196,Bearish,1,9.0,1,9.0,21.88947563461182,62
22656,2026-01-06,12:25:01,RTH,1,<10,430.45,444.26,3.20827041468231,Bullish,1,3.0,1,3.0,5.5407103712321435,4
22658,2026-01-06,13:52:41,AH,66,50-100,432.96,459.48,6.125277161862537,Bullish,0,,1,3.0,4.928858969181627,4
22807,2026-01-07,14:17:01,AH,128,100-499,431.4,402.72,6.648122392211393,Bearish,1,19.0,1,8.0,21.82429299953639,61
22808,2026-01-07,09:41:22,RTH,1709,1000-2000,436.42,404.45,7.325512121350998,Bearish,1,19.0,1,8.0,22.723523211585174,61
22809,2026-01-07,09:41:22,RTH,1668,1000-2000,436.42,406.3,6.901608542229963,Bearish,1,19.0,1,8.0,22.723523211585174,61
22810,2026-01-07,13:45:16,AH,2944,2000-4999,431.4,406.55,5.760315252665732,Bearish,1,19.0,1,8.0,21.82429299953639,61
22811,2026-01-07,14:08:24,AH,160,100-499,431.4,407.47,5.547056096430216,Bearish,1,19.0,1,8.0,21.82429299953639,61
22812,2026-01-07,13:45:22,AH,16,10-19,431.4,407.68,5.498377375985157,Bearish,1,19.0,1,8.0,21.82429299953639,61
22813,2026-01-07,13:23:54,AH,2,<10,431.4,444.26,2.9809921186833597,Bullish,1,2.0,1,2.0,5.308295733187013,3
22814,2026-01-07,12:42:01,RTH,1,<10,434.54,478.1,10.024393611635292,Bullish,0,,1,2.0,4.547334605092449,3
22872,2026-01-08,13:45:24,AH,336,100-499,435.8,406.89,6.633776961909138,Bearish,1,18.0,1,7.0,22.613584212941717,60
22873,2026-01-08,13:47:23,AH,352,100-499,435.8,416.62,4.401101422670951,Bearish,1,14.0,1,7.0,22.613584212941717,60
22874,2026-01-08,14:22:05,AH,1920,1000-2000,435.8,416.86,4.34603028912345,Bearish,1,14.0,1,7.0,22.613584212941717,60
22875,2026-01-08,14:29:37,AH,80,50-100,435.8,460.67,5.70674621385957,Bullish,0,,1,1.0,4.245063743223667,2
22938,2026-01-09,13:45:58,AH,864,500-999,445.01,420.8,5.44032718365879,Bearish,1,6.0,1,6.0,24.21518617559156,59
22939,2026-01-09,09:51:51,RTH,13,10-19,445.93,481.2,7.909313120893409,Bullish,0,,0,,1.8769734695958429,1
22940,2026-01-09,10:26:33,RTH,6300,>=5000,446.8,487.17,9.035362578334826,Bullish,0,,0,,1.6786006698676674,1
22995,2026-01-12,14:05:34,AH,100,50-100,448.96,323.46,27.953492516037066,Bearish,0,,1,2.0,24.881949394155377,58
22996,2026-01-12,14:05:13,AH,45,20-49,448.96,387.13,13.771828225231644,Bearish,0,,1,2.0,24.881949394155377,58
